acc_x,acc_y,acc_z,acc,acc1_x,acc1_y,acc1_z,acc2_x,acc2_y,acc2_z,acc_x_std,acc_y_std,acc_z_std,acc_std,acc1_x_std,acc1_y_std,acc1_z_std,acc2_x_std,acc2_y_std,acc2_z_std,acc_max,acc_min,acc_z_max,acc_z_min,acc_fft_sum,acc_fft_0,acc_fft_1,acc_fft_2,acc_fft_3,acc_fft_4,acc_fft_5,acc_fft_6,acc_fft_7,acc_fft_8,acc_fft_9,acc_fft_10,acc_fft_11,acc_fft_12,acc_fft_13,acc_fft_14,acc_fft_15,acc_fft_16,acc_z_fft_sum,acc_z_fft_0,acc_z_fft_1,acc_z_fft_2,acc_z_fft_3,acc_z_fft_4,acc_z_fft_5,acc_z_fft_6,acc_z_fft_7,acc_z_fft_8,acc_z_fft_9,acc_z_fft_10,acc_z_fft_11,acc_z_fft_12,acc_z_fft_13,acc_z_fft_14,acc_z_fft_15,acc_z_fft_16,label
-0.372810887,-0.024376562,0.013269895,12.12539888,-8.937255633,-1.594538305,3.519326855,1.084804,0.296604691,9.16827543,10.40265556,6.203900409,6.210951645,6.19628935,9.716160146,6.241372952,6.529625295,6.748574465,6.779404594,9.693896602,33.00995,3.039257,30.383699,-5.2299,65.32362874,24.25079776,0.702580841,0.370739862,0.361687183,0.882399089,0.838730401,0.999442438,4.567187207,1.168671518,0.804387817,0.360486866,0.946160656,1.081177651,1.321792574,3.767683956,1.995103399,1.398100926,68.18868169,0.026539789,0.319087074,0.016695495,0.382172476,1.205015422,0.936277323,0.951045908,4.943185312,1.350791676,0.628068193,0.264920069,1.147816467,0.763302908,0.664266561,2.055261161,1.197098492,0.622357215,4
-0.579412449,-0.103633199,0.155813633,12.36705196,-9.155876164,-1.558924609,3.708468762,0.876440035,0.605910996,9.401365465,10.72537419,6.126349434,6.027758807,6.02714252,10.01031528,6.136371296,6.418654945,6.724379241,6.868861343,9.856681595,37.166896,3.114606,28.213999,-6.2389,58.05051476,24.73410393,0.14940404,0.334725273,0.347881792,0.683122509,0.794667592,0.43708783,4.678470489,0.702288877,0.236687904,0.549384259,0.378858195,0.400866716,0.472638884,4.120277117,2.297676933,1.037052508,62.99573766,0.311627266,0.180062843,0.425808459,0.437373037,0.812570553,0.708741913,0.246510175,4.854841453,0.998507976,0.489676926,0.293488539,0.905638753,0.403207541,0.33263045,2.003481568,0.8977104,0.538015483,4
0.062307793,0.036153543,-0.134842234,12.21034606,-8.594884789,-1.331924379,3.383455887,0.67307775,0.664902586,8.839734105,10.66134553,5.899539135,5.871989082,5.82064654,9.99742014,5.91517625,6.238375493,6.223806378,6.647668217,9.949150982,31.786768,2.342261,29.013899,-6.2389,58.46901819,24.42069212,0.201740863,0.197670128,0.267129439,0.548187799,0.255393378,0.990103437,3.542407758,2.006565162,1.031869684,0.842229978,0.359600986,0.789174264,1.791978463,2.788862693,3.291258002,1.01784381,64.20776035,0.269684469,0.307674579,0.403518975,0.668986676,0.057677382,0.39224843,1.284772692,4.068446747,1.458766914,0.864444227,0.404967661,0.315269783,0.610845109,0.780837235,1.506052756,1.386338859,0.355163752,4
-0.758292973,-0.061470293,0.020278086,12.25180471,-9.398588379,-1.520916633,3.494038094,0.748727672,0.787767254,9.60198527,10.80435967,5.872563046,5.877426488,6.019784366,10.17697613,5.921841658,6.195348715,6.606561392,6.587851272,9.972493301,35.164816,2.342261,29.350399,-6.9915,58.07291888,24.50360941,0.171961145,0.111695716,0.489279133,0.188146435,0.328609751,0.525070764,4.233805535,1.273256619,0.727407058,0.320540575,0.229970806,0.266382541,0.652887919,3.296204514,3.091448449,1.33588911,63.91216236,0.040556172,0.141444453,0.236093582,0.461064727,0.530442006,0.254100632,0.459036719,4.13686028,1.519242853,0.415847803,0.786523107,0.382830582,0.224153484,0.445374386,1.552475663,1.444657577,0.283955337,4
-0.200627324,0.090329316,0.274501133,12.16907344,-8.85226152,-1.415571734,3.706822758,0.57045625,0.34809127,9.182169195,10.53845518,5.846448883,6.235260269,6.012976276,9.914469923,5.921868761,6.544408334,6.850081046,6.441549226,9.855224424,35.164816,2.544075,29.350399,-6.9915,62.47196556,24.33814688,0.264315196,0.384440875,0.333921995,0.329383621,0.465852775,0.698378168,4.023943978,1.531964678,0.761048265,0.299483137,0.872181978,0.735588584,0.922309657,3.513006141,2.309600218,0.602291051,69.72167939,0.549002266,0.440461234,0.436655648,0.670375227,0.953563287,0.923228128,1.163352409,4.543975204,0.93518264,0.25537647,0.124006729,0.817091767,0.237622748,0.545084272,1.262204622,1.323840028,0.809654501,4
-0.167937883,0.042603152,0.008818719,12.13880158,-8.817246344,-1.436221742,3.499724332,0.489629328,0.726699207,9.074776492,10.72733023,5.958520212,5.939668207,6.207964712,10.07004839,6.004947101,6.350968706,7.067431893,6.158141205,9.943038383,36.587765,2.925052,27.995298,-4.7259,63.32984439,24.27760316,0.349836003,0.181634896,0.236657436,0.509870539,0.805410129,0.91445662,4.629678535,0.904232328,0.386796877,0.607536796,0.850789525,1.159561268,1.784028086,3.469214596,2.779011983,0.57369262,67.42348098,0.017637438,0.119955389,0.012454329,0.147595485,0.790107394,0.742502129,0.675013552,4.554087634,1.329393195,0.497534458,0.107333105,0.902249168,0.817665886,0.344456764,1.81954811,1.206078462,0.371737671,4
-0.670127734,-0.186865207,0.065222621,12.23823044,-9.324068887,-1.682974141,3.513939914,0.329736609,1.074091883,9.561205641,11.04513615,5.762010217,5.504965179,6.017839569,10.36903288,5.786609616,5.984763148,6.874575227,6.099800906,10.08915829,36.587765,2.67025,26.7775,-7.0075,58.40048409,24.47646088,0.482824216,0.259889137,0.338016657,1.06823613,0.666540217,1.057298602,4.580104394,0.686727078,0.283318694,0.307968356,0.770894394,0.452978249,1.122437721,3.988419725,2.076302978,1.073931403,61.39527219,0.130445242,0.049307625,0.224558125,0.268563195,0.657245367,0.440808556,0.692659252,4.066701524,1.048492385,0.585195894,0.412383339,0.881049701,0.346091774,0.395857731,1.472099172,1.123360537,0.603600445,4
0.092529289,-0.021408961,-0.080447293,11.79301452,-8.628104367,-1.379509074,3.272873719,0.248982793,0.81626152,8.873699176,10.40822462,5.316791946,5.546681719,5.320281216,9.795280424,5.327212762,5.874082569,6.017093358,5.987309754,9.714236552,31.518403,2.67025,29.1896,-7.0075,54.15349815,23.58602905,0.159296384,0.519616512,0.404760224,0.556045292,0.254066673,0.909880143,3.43621079,1.756193323,0.742782546,0.757546743,0.24818729,1.227407345,1.177809171,2.288689931,2.981065189,0.816855246,62.74676461,0.160894586,0.242552132,0.388481656,0.548005289,0.424808495,0.360644384,1.002482169,3.808144181,1.692456069,1.117597213,0.511025931,0.583921485,0.559434864,0.812036602,1.37172208,1.579199929,0.755040208,4
-0.629932789,-0.081788633,-0.037216418,11.9310874,-9.343671387,-1.405546047,3.31267734,0.283802797,0.905281336,9.544031379,10.55576302,5.578927438,5.740884216,5.793130172,9.985878051,5.594810638,5.990997864,6.163465875,6.098869236,9.999608858,33.878556,2.517349,29.1896,-5.7846,54.36674557,23.8621748,0.348908697,0.634523688,0.67282974,0.179015589,0.503553581,0.858814036,3.947833963,1.538882141,0.762362649,0.532336094,0.508639505,0.530988983,0.789587348,2.233370582,3.852392458,0.931926065,59.17786314,0.074432836,0.197475102,0.348884122,0.618086161,0.408621527,0.110428195,0.778875132,4.013845982,1.982044715,0.978882781,0.601031849,0.287226897,0.450140206,0.663099576,1.467325461,1.784707941,0.572998852,4
-0.524410531,-0.086933551,0.25881482,12.05395071,-9.209446461,-1.541267352,3.625569582,0.273515996,0.663280535,9.552035082,10.72052598,5.501523475,5.87043039,5.891537199,10.1084789,5.541876194,6.181856942,6.224997444,6.141412876,10.15970401,33.878556,2.517349,26.841799,-5.3239,56.37778768,24.10790142,0.45691221,0.464485982,0.346395991,0.203980174,0.84455154,0.697013162,3.927710047,1.271349089,0.379267237,0.324393095,0.898295231,0.527198994,0.324732862,3.60141553,2.860772834,1.037766392,62.09411802,0.517629641,0.30496172,0.442323934,0.373606281,0.842482427,0.720676813,1.040530075,4.423650033,0.889621244,0.305620796,0.311406985,0.703091837,0.373617457,0.464929833,1.366466933,1.41982149,0.54540813,4
-0.076323453,0.032966004,0.089495664,12.17702934,-8.685415586,-1.516577117,3.560626836,0.400973207,0.651777918,8.95733234,10.60721972,5.996578422,6.058611855,6.075665936,9.956556666,6.000782713,6.366938331,7.10754089,6.17488813,9.830007923,36.982765,2.69484,34.125198,-5.1,64.1256096,24.35405867,0.813321231,0.180085568,0.373101962,0.592688066,0.363603661,1.013350629,4.139888323,0.978387154,0.490534227,0.876224866,1.14097205,1.234535137,1.827192307,3.846740281,1.474801869,0.730648241,66.8519443,0.178991328,0.110915593,0.038807049,0.3721849,0.833111831,0.363845902,0.904043118,4.882504109,1.284746588,0.373609903,0.106420994,1.225069906,0.484951202,0.762532626,2.019144321,1.269268009,0.118037302,4
-0.636362891,-0.07846682,0.129792535,12.27138283,-9.252242848,-1.598877797,3.565714504,0.47914227,0.873283848,9.484549473,10.78440414,6.053198818,5.866050588,6.09887372,10.12417727,6.082550078,6.222319388,7.219788375,6.12572612,9.92419389,36.982765,2.760004,34.125198,-5.9057,62.86967116,24.54276566,0.643415557,0.09117668,0.500775492,0.66393921,0.469765595,1.102344245,4.487473689,0.675375434,0.047455408,0.737249783,0.257844946,0.081452592,0.712928499,3.616391755,2.699669401,0.819584734,67.84297166,0.25958507,0.242204671,0.22049421,0.376559965,0.606236846,0.42318932,0.959712336,4.632635445,0.998471175,0.600487384,0.547916026,0.840785843,0.393876681,0.830286528,1.934092398,0.811202701,0.509116922,4
-0.045798828,0.010186719,-0.110289867,11.64366247,-8.870068387,-1.364246043,3.058443051,0.324932824,0.892597383,9.085759707,10.66278545,5.184214448,4.823868393,5.317919474,10.14012942,5.228935777,5.235594401,5.966251432,5.413930784,9.955332955,34.312574,2.381322,21.499699,-5.9475,49.82575904,23.28732495,0.49620759,0.369340082,0.39347764,0.510290083,0.106671966,0.490576126,3.463491429,1.277560502,0.825760599,0.562216571,0.295119958,0.455071219,1.239613765,3.850909104,2.229099116,0.814600029,53.89228151,0.220579734,0.118389734,0.168614453,0.508810106,0.387278999,0.321844729,0.336720449,3.431619995,1.174025121,0.429707956,0.631817,0.481560273,0.335677524,0.294822615,1.283329244,1.090232481,0.335746384,4
-0.430216023,0.021442973,-0.092585566,11.77882914,-9.196278324,-1.297956594,3.225288988,0.235430402,0.926462172,9.411873828,10.53921184,5.567103009,5.157060631,5.487822507,10.05567324,5.534830161,5.474953683,6.182162237,5.683567459,9.91794067,34.312574,2.381322,24.8139,-6.9842,53.91038002,23.55765828,0.345229815,0.524549062,0.370276472,0.403016291,0.540730529,1.368284797,3.669689705,1.383690137,0.777082021,0.62567033,0.176111853,0.443071501,1.993950248,2.499104829,3.115825945,0.902623541,57.83276769,0.185171133,0.477217149,0.349726661,0.545450492,0.303600174,0.491084063,0.877766142,3.627451492,1.58031252,0.34871408,0.672387339,0.728782375,0.355353259,0.558855853,1.332089954,1.195916278,0.182031173,4
-0.508687504,-0.000758586,0.223108949,12.15663796,-9.12924068,-1.455375371,3.720739074,0.370133121,0.685598746,9.452223805,10.62316203,5.808238773,5.834431817,5.757820448,9.98902589,5.82830037,6.153371654,6.776639788,6.040385201,9.927642327,34.787706,2.967556,25.490599,-6.9842,52.49274854,24.31327593,0.112575727,0.019271931,0.152419477,0.519369963,0.192276526,0.645593538,4.230644602,1.185841303,0.556763866,0.245485659,0.806536855,0.417219146,1.04941384,3.606917228,2.809180065,0.75033407,59.86362414,0.446217898,0.330262912,0.258436195,0.390333422,0.736186829,0.59202278,1.105278632,4.582881491,0.9907195,0.29379638,0.135421096,1.070883144,0.047625462,0.44760443,1.512775572,1.292291998,0.561380498,4
-0.001889848,0.049915625,0.059193715,12.17764095,-8.637980414,-1.427542762,3.49254173,0.432805922,0.585463789,8.889860496,10.4982909,6.165088085,6.000303007,5.994757519,9.863313041,6.189245219,6.294061803,7.328707475,5.886923201,9.804683541,34.787706,3.026778,30.574099,-6.5224,62.07045869,24.35528191,0.416830559,0.045672304,0.368886443,0.720117495,0.361223145,0.918000748,4.037200701,1.005005803,0.522965539,0.906018725,1.520081348,0.767195986,1.822550104,3.951102226,1.344538338,1.039198932,64.25872566,0.11838743,0.114221065,0.186387667,0.323576252,1.106851887,0.304124005,1.005094812,4.969083175,0.975572909,0.468152138,0.060380698,1.433080095,0.337200679,0.927547168,1.84256179,1.257668973,0.162161935,4
-0.721964812,-0.135230465,0.194116379,12.46515522,-9.32960543,-1.563413684,3.646219566,0.430396043,0.802431211,9.538633762,10.76817466,6.410870609,6.210637021,6.389206946,10.11546202,6.385753323,6.537085492,7.558409563,6.377797623,9.949577446,35.208043,3.026778,31.011099,-5.5911,65.80650404,24.93031044,0.092777093,0.203746815,0.445942847,0.682312709,0.387343507,0.862152053,4.9185645,0.817124904,0.295207591,0.632685739,0.337477336,0.311266003,0.993405493,3.350707038,2.902388451,0.975133131,69.43370632,0.388232758,0.244107078,0.245674807,0.499307764,0.611190373,0.384260313,0.959871177,4.883637883,1.272335651,0.486951528,0.499392198,1.217469544,0.62585885,0.539872542,2.253389934,0.834360768,0.34597598,4
-0.183765969,-0.060319516,-0.014194555,11.92936072,-8.930222695,-1.415122805,3.210923758,0.321812098,0.933847012,9.106252941,10.71688853,5.558088209,5.439059912,5.749380737,10.09156365,5.523378197,5.743940798,6.435073065,5.899396062,9.863750156,35.208043,2.493299,31.011099,-5.6275,57.06289956,23.85872145,0.634415082,0.422324248,0.616409276,0.345280498,0.311224059,0.687073381,3.960047292,1.717777324,0.635881952,0.925739881,0.27922168,1.107013239,0.909826864,3.517395058,2.589562271,0.53453688,62.82264745,0.028389109,0.117490564,0.315036959,0.466531597,0.59108222,0.164918091,0.660627807,3.846960621,1.534551377,0.755108964,0.545731377,0.696463759,0.460470668,0.775364828,1.462875753,1.44792569,0.494786487,4
-0.331955832,-0.005574203,-0.104494559,11.54095786,-9.124003371,-1.325938805,3.099742988,0.311765898,0.944388414,9.329086398,10.40632218,5.013294363,5.034936115,5.069780918,9.85110624,5.011834904,5.238187846,5.574987223,5.482264225,9.750031305,26.776437,2.493299,24.333599,-5.9288,47.69620346,23.08191571,0.27331267,0.373306849,0.399774127,0.342096301,0.582697457,0.762641452,3.553648664,1.27940932,0.32845336,0.58430258,0.149704688,0.380862726,1.038705688,2.621067994,2.802012632,1.014232116,53.17542833,0.208989117,0.308273158,0.312644143,0.713704874,0.334788147,0.173150867,0.746692605,3.688268807,1.281226414,0.765050009,0.44572311,0.367626315,0.398899919,0.506115675,1.407052643,1.25917105,0.561581411,4
-0.622858969,0.011008617,0.233773402,11.92335336,-9.293991688,-1.374271742,3.644723164,0.43226209,0.737744145,9.607570109,10.55396263,5.278298349,5.546977733,5.319012143,9.921285952,5.319012072,5.879872549,6.023172587,6.026667983,9.859602325,27.384991,2.842088,26.1402,-5.9288,51.10748647,23.84670672,0.605870274,0.426629115,0.490801522,0.288341569,0.729927144,0.963687965,3.9166187,0.565272775,0.254601265,0.302961423,0.614701769,0.464191712,0.741916481,3.484310765,2.21220689,0.932454752,58.63834242,0.467546805,0.371962533,0.490391869,0.458929115,0.830055147,0.552740201,0.969473157,4.326445362,0.77636456,0.445638691,0.108258395,0.56263521,0.154702554,0.312424456,1.438541451,1.183396132,0.689449508,4
0.031062516,-0.011747641,0.04050152,11.88463117,-8.627206555,-1.397615207,3.466355148,0.33551932,0.726294313,8.915173617,10.43009255,5.535449263,5.560558783,5.395009489,9.774834027,5.55331353,5.906891015,6.41604248,5.738405162,9.770382659,33.146753,3.010465,27.925699,-4.621,53.08327222,23.76926234,0.173937826,0.055193714,0.228459022,0.433295227,0.348315756,0.392608639,3.611376548,1.291702221,0.696915122,0.416182288,1.035256769,0.722548616,1.28535558,3.910779223,1.850972939,0.237246555,56.67958685,0.081003039,0.056009254,0.198945621,0.316725712,1.030744245,0.635110489,0.767035424,4.711216709,0.813228806,0.394274028,0.152248081,0.828002602,0.50492019,0.512266916,1.858691331,1.100571974,0.601985354,4
-0.567487098,0.001903516,-0.069454723,12.04536192,-9.210793223,-1.407640945,3.386448672,0.512016227,0.880254562,9.403394934,10.45448977,5.93586762,5.748813698,5.728513149,9.844153073,5.931545896,6.048265076,6.581762008,6.123017343,9.833032074,33.886822,2.831302,31.8484,-5.7484,59.36569499,24.09072384,0.552469266,0.617241742,0.280758883,0.153842279,0.316146482,0.660218934,4.095611393,1.579927669,0.858732603,0.730107207,0.673838784,0.419152443,1.69964444,2.526410688,2.842906499,1.59842689,66.07011018,0.138909445,0.381919899,0.311431341,0.825334774,0.509927572,0.225592825,1.040927276,4.1126872,1.789507832,1.077829875,0.492132171,0.449101615,0.599925052,0.669636666,1.675803205,1.073980806,0.802790906,4
-0.514855035,-0.013936695,0.124385133,12.24812232,-9.228749715,-1.53603,3.385850102,0.4287985,0.796683113,9.437875102,11.14978269,5.522110636,5.441551379,5.889488992,10.50602938,5.604416848,5.79109372,6.715823825,5.899767647,10.22323297,36.38833,2.576614,25.351,-7.1721,57.21140793,24.49624463,0.472361451,0.506860246,0.750518512,0.541372231,0.566943852,1.12421717,3.899614902,1.401448731,0.454840226,0.224669031,1.084321697,0.390801422,1.106147769,2.294132751,3.691128915,1.180327279,62.74529154,0.248770266,0.237916263,0.268775316,0.411833022,0.738139278,0.572335917,1.091986516,3.798477603,1.249540479,0.282555489,0.249837419,0.815214369,0.22866734,0.397124692,0.891689702,1.757009055,0.570044513,4
0.217277352,0.072223852,-0.039289473,11.82553761,-8.512584133,-1.494281109,3.23501541,0.391451645,0.670835922,8.788538336,10.64927407,5.262856806,5.221759953,5.346223377,10.02488521,5.324400999,5.564093502,6.241524567,5.434073073,9.931845453,31.566703,2.576614,26.174299,-7.1721,52.00444243,23.65107522,0.445325173,0.359051984,0.347646295,0.278331363,0.389000088,0.855118186,3.385713813,1.204545379,0.663218131,0.891781617,1.081620044,1.066884448,1.012829907,3.244275764,2.437931408,1.196695892,56.89255487,0.078578945,0.078713531,0.135868892,0.159955761,0.973091128,0.446800651,0.838248635,4.02614406,1.020244081,0.697392225,0.485785666,1.230673136,0.400402454,0.648902908,1.412642217,1.288802679,0.334147096,4
-0.672812859,-0.192201559,0.240492164,12.04371178,-9.276184852,-1.693598437,3.649361957,0.288591793,0.964009746,9.609055113,10.57149598,5.539268402,5.779225995,5.597850773,9.890643684,5.531691299,6.111482057,6.418490197,5.947854526,9.903930809,31.171895,2.687542,28.351599,-5.7059,54.4205138,24.08742356,0.491065754,0.478833822,0.261739198,0.829336328,0.314081056,0.710922321,4.142440755,1.049066516,0.274872592,0.045932551,0.493051682,0.114885776,0.797239348,2.959387031,2.983990978,0.862426235,65.04773515,0.480984328,0.340495303,0.426846567,0.485668273,0.722357979,0.552318081,0.930367689,4.40574766,1.189471669,0.769769957,0.235269467,1.184947114,0.527270453,0.667779811,1.785465946,1.254354676,0.470407028,4
-0.387378098,-0.15794802,0.114665211,12.27419415,-8.947131793,-1.574337273,3.615094922,0.187063223,0.970078426,9.20407002,10.54102186,6.031160709,6.385195466,6.147444624,9.844696267,6.023617581,6.663616783,6.733579539,6.568546404,9.951209543,37.019367,2.749283,31.713999,-6.1561,61.11743888,24.5483883,0.176703852,0.427597596,0.445246531,0.160536369,0.34979899,0.569769709,4.827104013,0.599697981,0.530519019,0.518216829,0.176183149,0.83693448,1.049794255,4.460668154,0.952486693,1.036031238,70.45355883,0.229330422,0.150290412,0.202180593,0.733842855,0.716351822,0.226655114,0.388924507,5.189561921,0.83098155,0.951090368,0.683173685,0.817852895,0.333357537,0.182293421,2.372510568,0.686431444,0.6357929,4
-0.537394105,0.030928543,-0.047323473,12.58358339,-9.056516863,-1.44998841,3.540425723,0.557287277,1.00865425,9.205669422,11.24304999,6.176519907,6.289244051,6.786426031,10.52897837,6.250737636,6.697636329,7.439555702,6.633833716,10.29660016,43.49042,2.712714,31.713999,-6.1803,67.92340692,25.16716679,0.813745035,0.518541815,0.681438982,0.792874231,0.101718945,0.333236562,5.198980474,0.68557519,0.618916997,0.971950609,0.603501815,0.520036499,0.69463772,5.092708448,1.336989978,0.973573342,71.42483098,0.094646945,0.333232458,0.513856216,0.670343889,0.056978364,0.20392604,0.392253526,4.962205379,0.939750423,0.945054072,0.766784876,0.612091033,0.450370576,0.170810695,2.263551791,0.641423331,0.526541644,4
-0.427121859,-0.020960914,0.252203473,12.5556385,-8.996212867,-1.556829672,3.728969102,0.526138547,0.707692676,9.25671493,11.22851173,5.785064246,6.207063912,6.377813591,10.50361845,5.87627091,6.617012044,7.207446369,6.460937457,10.28332458,43.49042,2.712714,28.882999,-6.1803,67.98719551,25.11127701,1.18721469,0.415082135,0.637709668,0.895001052,0.653148382,1.648354455,4.053254894,1.283278203,0.52186607,0.912641496,1.347180818,0.667388809,1.265255194,3.68695317,2.545730427,0.834603471,70.83081576,0.504406945,0.50120667,0.377615444,0.393283168,0.804772809,0.751098517,1.646387686,4.783932634,0.74421019,0.606528191,0.155952409,0.533725381,0.377281132,0.729790333,1.387620162,1.462662673,0.50754639,4
0.042062098,0.076088312,-0.02545941,12.04058011,-8.625859836,-1.425298215,3.386747914,0.414992973,0.665440586,8.897190195,10.50772543,5.693725077,5.73422388,5.544795681,9.86878879,5.749551642,6.078566495,6.547823489,5.936266636,9.870056747,34.290828,2.944716,30.704399,-5.5543,57.73229743,24.08116022,0.633400687,0.086761994,0.492612139,0.469288139,0.635182863,0.253664182,3.763726415,1.602545381,1.21774627,0.198969262,1.245275349,1.156765369,0.809860684,2.537640637,2.826931078,0.934581021,62.45092881,0.05091882,0.245095797,0.205944577,0.323543685,0.845450456,0.711514601,0.604832459,4.308521904,2.085451035,0.428323604,0.249078339,0.964931956,0.544892378,0.241701589,1.522336156,1.651602881,0.46338558,4
-0.857185121,-0.095348805,0.091522227,12.39883436,-9.515904301,-1.486200695,3.498976133,0.429951664,1.041183363,9.693924367,11.06367723,6.030334465,5.548146153,6.04755765,10.37524311,6.094020488,5.990100053,7.066281945,6.159645447,10.12686767,35.598285,2.822346,30.815699,-6.0257,62.53831553,24.79766871,0.114222183,0.437444221,0.163406763,0.73253107,0.583475356,0.746609382,4.444131762,1.22150264,0.829897502,0.398196028,0.637044853,0.43376775,0.911786499,3.029563059,3.063507944,1.617206333,66.47166003,0.183044453,0.102632273,0.263837984,0.196037942,0.809487983,0.713187676,0.709712394,3.925506215,1.210381393,0.832508428,0.45427803,1.019863945,0.756663931,0.286245224,1.424105244,1.122407196,0.886150851,4
-0.09944566,-0.058331211,-0.011028945,12.19633657,-8.850914758,-1.43951375,3.19790525,0.10643077,0.919874668,8.978032359,10.84519649,5.780990272,5.682950358,5.881908448,10.18708771,5.771429822,6.041394893,6.714787552,6.131129148,10.00402033,35.598285,2.822346,30.815699,-6.9479,60.21795742,24.39267313,0.133271585,0.411580391,0.489347028,0.328447882,0.492480113,1.242303603,3.853285526,1.547145452,0.819220324,0.753555076,0.179146881,1.101733061,1.853614563,3.12140257,2.824951793,0.770360341,63.76229055,0.022057891,0.081336036,0.212187213,0.529782876,0.506273205,0.465692518,0.710737068,4.125865608,1.325023153,0.78456504,0.73004012,0.752502984,0.407762976,0.641654425,1.445618658,1.444517607,0.418167234,4
-0.266508172,0.081725414,-0.12389143,12.0064528,-8.961347324,-1.390731895,3.219752328,0.088956039,0.949698695,9.108401898,10.50902767,5.714830141,5.540591479,5.453003232,9.902818757,5.662234994,5.841299837,6.589628404,5.882180596,9.744645529,31.606574,3.073218,27.739399,-6.9479,53.57059596,24.01290561,0.213863297,0.270334746,0.373168732,0.749310904,0.270714499,1.06985749,3.684043702,1.486384461,0.66590332,0.402689791,0.302846781,0.753895347,1.288140063,2.570176491,2.971486425,0.931176321,58.03334792,0.247782859,0.3538092,0.567407816,0.694696163,0.289427251,0.271052226,1.088336981,3.933171091,1.691427322,0.773873083,0.41749317,0.729944172,0.339517504,0.756948372,1.339622322,1.579744065,0.386682663,4
-0.5052785,0.039998441,0.246910516,12.26174544,-9.096470102,-1.579275289,3.692607215,0.225180687,0.751788141,9.367169371,10.49014412,6.017227184,6.167722563,5.853068979,9.829800201,6.054465482,6.453886441,6.964329608,6.535187154,9.707681804,35.848034,3.073218,31.254999,-5.8343,63.26275724,24.52349088,0.65318344,0.612503583,0.408379163,0.64090278,0.521395367,0.652385937,4.177722167,0.640340965,0.543663216,0.223137904,0.946394289,0.429334479,0.175839744,3.621090068,1.921617359,1.218750129,70.05819768,0.493821031,0.402206318,0.365982789,0.525479152,1.062692313,0.829334558,0.891989215,4.964144701,0.341659128,0.470718323,0.497773459,0.940752006,0.22642252,0.410598774,1.726101724,0.840028728,0.77559411,4
-0.014821891,0.066551164,0.079040187,12.37163484,-8.597727969,-1.526752535,3.490895723,0.118659027,0.781517609,8.797639703,10.42100823,6.592327966,6.320191066,6.241359005,9.739784709,6.639930534,6.552488222,7.515103652,6.628335041,9.585954072,38.124111,2.365073,34.425098,-5.6945,68.01428611,24.74326968,0.316327089,0.488226827,0.306491666,0.521062868,0.500047721,0.4787785,4.428257537,1.039025768,0.467133245,0.568727697,1.200550211,1.45084936,1.286464137,3.738850534,1.915233766,0.736799424,68.94162097,0.158080375,0.074932953,0.084679188,0.351103142,0.748543121,0.818439906,0.784561856,5.081796937,1.522611658,0.113140308,0.279992335,1.214965175,0.946664038,0.746446118,2.03324743,1.285297392,0.134839024,4
-0.727096449,-0.111896875,0.107005023,12.28852941,-9.356839523,-1.505354355,3.501968863,-0.219872781,1.117637789,9.53908966,10.84083711,6.08796816,5.644273122,5.999134058,10.16380077,6.128218944,5.96877908,7.020812201,6.271739685,9.881616644,38.124111,2.365073,34.425098,-6.4018,60.46080292,24.57705882,0.442676806,0.245363602,0.591875565,0.862856365,0.632261224,0.876340135,4.540174105,1.007832724,0.292660031,0.431777081,0.676278807,0.317175632,0.477951983,3.316535774,2.719927877,0.929871723,63.55224403,0.214010047,0.100804174,0.103493279,0.335682488,0.763851322,0.262161911,0.603269647,4.465993662,1.199685124,0.427899453,0.448002144,1.002352471,0.137636168,0.704340269,1.900182574,0.763025931,0.324100562,4
-0.165946461,-0.077627723,-0.11377309,11.60878042,-8.906280711,-1.368435902,3.16453609,-0.456920437,1.044420848,9.100663477,10.5119425,5.000659136,5.103782147,5.180621883,9.850318446,5.037882457,5.525234999,5.812064742,5.755379782,9.649861961,33.478252,2.500936,26.320299,-7.061,49.55841826,23.21756084,0.285111757,0.31743901,0.444668645,0.377525714,0.722177233,0.476371896,3.630202606,0.789778691,0.63072759,0.593895375,0.443333929,0.770146334,0.832454163,4.270472712,1.160994775,0.452362147,56.67695231,0.22754618,0.17283104,0.333617409,0.655597051,0.61218391,0.134871177,0.690005381,3.947059579,0.415480265,0.5850064,0.693544226,0.540061907,0.428526453,0.505910451,1.708319585,0.770309065,0.462922392,4
0.112159402,-0.127103504,-0.042219168,12.05007664,-8.522460242,-1.448192766,3.458723633,-0.587390086,0.601707109,8.814690613,10.23244625,5.954637154,6.033229996,5.602382759,9.587485504,5.969838199,6.336356342,6.590534772,6.184185551,9.711615323,31.394517,2.255635,30.399899,-7.061,55.65627403,24.10015327,0.74027808,0.334631551,0.395353433,0.206889976,0.2553696,0.552657797,4.000717661,1.102199835,0.757521857,0.779196175,1.022314462,0.637317591,1.351790823,3.488314357,2.076127472,1.129021889,62.29376866,0.084438336,0.396242436,0.276010675,0.766973585,0.477802685,0.41290119,0.145090988,4.837593877,1.709859868,0.618021519,0.850082206,0.596907155,0.179668335,0.029337623,2.165474159,1.094067521,0.253460533,4
