acc_x,acc_y,acc_z,acc,acc1_x,acc1_y,acc1_z,acc2_x,acc2_y,acc2_z,acc_x_std,acc_y_std,acc_z_std,acc_std,acc1_x_std,acc1_y_std,acc1_z_std,acc2_x_std,acc2_y_std,acc2_z_std,acc_max,acc_min,acc_z_max,acc_z_min,acc_fft_sum,acc_fft_0,acc_fft_1,acc_fft_2,acc_fft_3,acc_fft_4,acc_fft_5,acc_fft_6,acc_fft_7,acc_fft_8,acc_fft_9,acc_fft_10,acc_fft_11,acc_fft_12,acc_fft_13,acc_fft_14,acc_fft_15,acc_fft_16,acc_z_fft_sum,acc_z_fft_0,acc_z_fft_1,acc_z_fft_2,acc_z_fft_3,acc_z_fft_4,acc_z_fft_5,acc_z_fft_6,acc_z_fft_7,acc_z_fft_8,acc_z_fft_9,acc_z_fft_10,acc_z_fft_11,acc_z_fft_12,acc_z_fft_13,acc_z_fft_14,acc_z_fft_15,acc_z_fft_16,label
3.5271695,-1.015610156,-0.447417578,6.000760289,11.10490598,-5.7095725,-1.470339094,0.306293594,-0.762842961,12.69743562,4.64964718,2.532331875,1.817000498,2.99947657,5.000541666,3.135848069,1.791279693,3.722699848,2.550121326,3.723636287,13.457805,0.868481,3.4083,-5.0435,16.33587238,12.00152058,0.169065441,0.41448176,0.438173967,0.412026916,3.046694258,1.006768801,1.894929391,0.141454788,0.586753375,1.225763932,0.624215127,0.639670785,0.447586675,0.438618601,0.160811961,0.338038645,11.15132136,0.894835156,0.126845257,0.543549543,0.547977015,0.557597148,0.636362545,0.12916157,1.780032305,0.687030183,0.450749473,0.631540249,0.214087173,0.373271574,0.20348986,0.483197028,0.249348739,0.174260288,0
3.459698809,-0.884333594,-0.555639844,5.742882539,11.40687467,-5.052513777,-1.578826336,0.280601613,-0.684856945,12.73632628,4.099938293,2.613450337,1.878722098,2.692361197,4.37716308,3.34489961,1.911156677,3.542513862,2.419922136,3.312190901,12.426661,0.868481,3.2483,-4.9389,14.43546404,11.48576508,0.454444717,0.304494913,0.429996109,0.133994963,2.821488194,0.379673484,1.534415007,0.48318553,0.468947447,1.443349021,0.177994937,0.469550138,0.09322781,0.217014746,0.425859067,0.108044115,11.54473334,1.111279688,0.407034427,0.780839565,0.401634768,0.064073778,0.198263326,0.513888544,1.751008742,0.625534844,0.723792333,0.443981169,0.586044736,0.384881193,0.249870373,0.448295873,0.66135895,0.215291074,0
3.43856716,-1.371367969,-0.313218359,5.75768782,11.51940217,-5.261108613,-1.358110898,-0.334540195,-0.390616465,12.92848853,3.996123895,2.775112263,1.799198209,2.749345006,4.345280585,3.41587183,1.845414639,3.533083551,2.270398071,3.335843785,12.425263,0.841468,3.2483,-4.4215,16.86159378,11.51537564,0.607941246,0.447692843,0.150556289,1.000107878,2.604676384,0.846616337,1.323020113,0.502762867,1.081853944,0.903594877,0.526258586,0.875388533,0.450726978,0.463875342,0.082376375,0.182140916,11.49521687,0.626436719,0.211604791,0.595626147,0.454688323,0.397729145,0.45306801,0.521427906,1.441460734,0.172890051,0.307830996,0.98230858,0.698021581,0.397988511,0.45575499,0.733267716,0.550716417,0.23192455,0
3.099731215,-1.609687109,-0.321711719,5.991498488,11.0323318,-5.853374254,-1.340752969,-0.720729223,-0.387601723,12.69579831,4.562424963,2.689722339,1.797061644,2.77211601,4.975465076,3.021041298,1.688250073,3.534583829,2.356910563,3.821360147,12.425263,0.841468,3.0239,-5.1817,15.43606559,11.98299698,0.300445187,0.688395564,0.103222671,0.47657618,2.883542359,0.399918831,1.429202661,0.919069902,1.092483132,0.871944792,0.164710348,0.720837016,0.149354683,0.498852541,0.311608198,0.079254694,11.50395031,0.643423438,0.228508416,0.493197758,0.311330147,0.201242442,0.549614746,0.356426538,1.610101281,1.010036912,0.380354357,0.64908992,0.179707349,0.673371984,0.130677071,0.47099394,0.394423403,0.451510405,0
2.927785918,-1.270757422,-0.375944531,5.699274203,10.60406895,-5.990741578,-1.316362008,-0.166221363,-0.488965566,12.40965996,4.50595563,2.39556652,2.004699394,2.812037617,4.843051867,2.949340449,1.912859613,3.414176058,2.51631249,3.691349342,11.63133,1.105969,3.0239,-6.0209,16.87176148,11.39854841,0.648003023,0.626967321,0.719508666,0.660025926,2.606202455,0.224511654,1.762891736,0.290027193,0.10799473,1.208883346,0.324304239,1.144775589,0.303025719,0.46711046,0.429624797,0.26993148,12.41605631,0.751889063,0.108408483,0.527558725,0.341994548,0.178521793,0.497069888,0.514130379,2.013290315,1.02907828,0.199506767,0.483032063,0.279070744,0.885690858,0.317145978,0.343365571,0.494809738,0.156620125,0
3.519640227,-0.958003125,-0.561758203,5.590291594,11.27654036,-5.553350844,-1.606658965,0.269568598,-0.837864859,12.7708284,4.058330517,2.324473708,1.987784703,2.862579346,4.32874697,2.916104036,2.023903698,3.222633398,2.626379159,3.281363202,11.63133,0.913904,3.0141,-6.0209,16.26903122,11.18058319,0.188693805,0.934747386,0.982932176,0.64664638,2.596787538,0.727908938,1.998576921,0.189790454,0.683029483,0.659466726,0.217173017,0.862627396,0.191576286,0.647372404,0.476370877,0.248216176,11.60161937,1.123516406,0.151311391,0.806795898,0.67437068,0.130068998,0.832926608,0.362877528,1.855499504,0.592804867,0.957617914,0.080498092,0.347666526,0.621933121,0.381574505,0.358500916,0.417013703,0.062522925,0
3.540110914,-0.840061328,-0.715676953,5.552479512,11.56324604,-4.944924316,-1.909824777,0.088184789,-0.829370883,12.86840101,3.963166389,2.359213495,1.76407338,2.702736167,4.233458869,2.974169177,1.96400386,3.123130372,2.309149912,3.325062212,11.058372,0.913904,2.9608,-5.519,15.59501297,11.10495902,0.151563942,0.746894015,0.885455618,0.946355246,2.360758271,0.713722599,1.963424352,0.741885749,0.424153744,0.608588625,0.104933999,0.688420656,0.229004149,0.581080248,0.351966904,0.119997876,12.63720944,1.431353906,0.581806246,1.210520848,0.342999099,0.265132978,0.785514642,0.173223456,1.341268097,0.519102101,0.44881941,0.670313074,0.320293018,0.257908764,0.225146375,0.339714568,0.201339124,0.098051719,0
3.61403668,-1.445783984,-0.405882031,5.71618793,11.65661989,-5.395333504,-1.558475656,-0.527520934,-0.607638996,13.14003286,3.907412026,2.563070842,1.651536888,2.684448137,4.290243086,3.104516015,1.952863574,3.370028886,1.946488403,3.289264036,11.058372,0.793557,2.738,-4.7955,14.92464731,11.43237586,0.263637183,0.717458906,0.555400514,0.943322212,2.60035733,0.547459776,1.772009274,0.558992144,0.675718108,0.72112759,0.290035993,0.651709921,0.185250829,0.246651227,0.342421991,0.15361351,10.15715056,0.811764063,0.325857876,0.983113311,0.900534352,0.399650387,0.685189665,0.495523923,1.020951186,0.213105925,0.233092139,0.960848082,0.295858449,0.272812012,0.163816965,0.444543758,0.100068815,0.053304095,0
3.13382575,-1.547786719,-0.3929625,5.766682395,11.08186179,-5.791723527,-1.497573145,-0.76906516,-0.706013473,12.73391183,4.284024073,2.574892287,1.71606694,2.654075669,4.647935842,2.895158804,1.846744072,3.471007671,1.981433588,3.57404031,11.937857,0.76988,2.8986,-5.0436,14.12595436,11.53336479,0.306250975,0.81147611,0.580269619,0.047052816,2.806226867,0.499635207,1.3127147,0.847123584,0.877237847,0.777373406,0.20397473,0.489609141,0.313902252,0.599760008,0.250957684,0.157939378,10.78039099,0.785925,0.33458808,1.062314997,0.577189972,0.460313447,0.833141302,0.232907803,1.14371076,0.483606805,0.868841678,0.611540243,0.343174291,0.269738342,0.220742103,0.290967462,0.236015836,0.281929603,0
3.019355828,-1.193826953,-0.448539453,5.549869727,10.72856746,-5.858761184,-1.462707602,-0.112546664,-0.700609754,12.48485032,4.42672332,2.292423587,1.644337235,2.738027494,4.741819035,2.876274542,1.723785939,3.44949054,2.011138259,3.602405635,11.996281,0.636057,2.8986,-5.0436,16.92421238,11.09973945,0.581260986,1.130716679,0.188642514,0.999210615,2.407371018,0.287258681,1.444645567,0.532391918,0.410786508,1.261090945,0.555026841,1.012406576,0.163028824,0.653567738,0.413770938,0.074477865,11.45912292,0.897078906,0.229783962,0.67890827,0.612024705,0.365217991,0.756781509,0.195806786,1.217371655,0.633994904,0.628933617,0.464488997,0.468207806,0.45731516,0.289402637,0.348529045,0.453036069,0.246891958,0
2.317962488,-0.777599609,-0.417457422,4.629642637,10.26319442,-5.082890207,-1.572242309,-0.109876746,-0.544825297,11.75610201,3.659312022,1.875304733,1.563953147,2.017813584,3.931889546,2.650870019,1.665191844,2.983554796,1.787733012,2.878919718,9.339314,0.636057,2.5019,-4.2881,14.33458399,9.259285273,0.302483607,0.844402409,0.437752018,0.393750091,1.635887041,0.327952221,1.265523555,0.533341226,0.138142386,0.706369966,0.631732866,0.713471912,0.268546961,0.396170985,0.316206697,0.119111769,11.34041145,0.834914844,0.242803484,0.674521827,0.583737159,0.249494113,0.873473824,0.18109114,1.013788516,0.249602452,0.707225512,0.697244947,0.495672674,0.330768582,0.037714289,0.219525631,0.211473487,0.305529909,0
2.810697645,-0.841035156,-0.408336719,4.703754676,11.07213536,-4.485087973,-1.851166812,-0.161104387,-0.398284121,12.24398112,3.426660215,2.149135359,1.443414815,2.256772056,3.73337561,2.724163139,1.492358179,2.824040288,1.715185563,2.950352463,10.070216,0.768946,2.5019,-4.6554,13.90694566,9.407509352,0.385061082,0.557831451,0.382943539,0.573313125,2.001661749,0.644645312,1.643412084,0.534377426,0.339074102,0.753851167,0.092858429,0.531927013,0.365678386,0.387084451,0.247729737,0.071320267,9.927504963,0.816673438,0.170141971,0.579548076,0.444895828,0.400749604,0.855859105,0.127359775,0.952811557,0.275406612,0.12783758,0.761180008,0.578842214,0.254026342,0.293771557,0.390205584,0.150720521,0.090113969,0
2.789876156,-1.339989453,-0.424133203,5.27558316,10.8752123,-5.3490955,-1.698985387,-0.548829145,-0.459389516,12.37133448,4.103533672,2.320282762,1.49893804,2.529151324,4.432228158,2.737957007,1.454245237,3.083290324,1.871787181,3.528890212,11.78193,0.768946,1.9342,-4.2499,15.26949543,10.55116632,0.641712921,0.582393527,0.352264058,0.450169979,2.524404462,0.705633662,1.446846838,0.749096442,0.673731053,0.598495576,0.191493698,0.724697975,0.238600655,0.384204178,0.069270539,0.128909665,9.771237052,0.848266406,0.026755126,0.360809334,0.697424188,0.187634728,0.815267306,0.399414657,1.120471451,0.400662192,0.502726998,0.678322865,0.293849836,0.357606,0.276516491,0.42939024,0.139455945,0.200608296,0
2.567984758,-1.257637891,-0.324576563,5.360100309,10.31526834,-5.856965539,-1.440710871,-0.332089613,-0.396097637,12.16086105,4.337362692,2.465143859,1.617651217,2.656561071,4.739126969,2.994703405,1.538894344,3.270114861,1.946079622,3.734384957,11.78193,0.794549,2.0451,-5.0745,15.64763069,10.72020062,0.606757363,1.021602149,0.775264424,0.812217028,2.515068409,0.290034576,1.522860558,0.600906664,0.132083589,0.976904424,0.256556191,0.788635843,0.066665196,0.150127538,0.363816909,0.156022154,10.10381828,0.649153125,0.213060711,0.521982381,0.148169138,0.41682948,0.616847208,0.529353473,1.193558855,1.072996971,0.207430604,0.592223128,0.162775729,0.643402821,0.271914516,0.156910043,0.405224859,0.096253021,0
